,school_dist,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,sat_score,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5,Cohort,Total Cohort,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,SCHOOLWIDE PUPIL-TEACHER RATIO,schoolyear,fl_percent,frl_percent,total_enrollment,grade9,grade10,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11,grade_span_max,expgrade_span_max,zip,total_students,number_programs,priority08,priority09,priority10,lat,lon
20,21,395.2835820895523,421.78697421981,389.24206241519676,1206.312618724559,135.46765734265736,203.83566433566438,142.37727272727273,1823.6363636363637,275.3519061583578,224.70298942543525,8.191627464382883,25.284294492916786,20.167110289091717,28.885219733826546,0.0,20112012.0,0.0,62.22727272727272,1160.0,323.8181818181818,350.0,160.9090909090909,17.163636363636364,157.36363636363637,14.454545454545451,262.09090909090907,17.272727272727273,364.90909090909093,33.40909090909091,230.45454545454547,23.409090909090914,297.45454545454544,25.527272727272734,616.0909090909091,58.17272727272727,543.9090909090909,41.82727272727272,79.27272727272727,89.18181818181819,34.54545454545455,930.5454545454545,64.45454545454545,336.1818181818182,7.818181818181818,7.336363636363637,7.263636363636365,7.527272727272727,7.072727272727272,6.4,6.963636363636363,7.472727272727273,6.390909090909091,6.081818181818182,6.5,7.163636363636363,7.090909090909091,6.609090909090909,6.909090909090909,7.390909090909091,12.0,12.0,11221.0,1098.2727272727273,3.272727272727273,0.0,0.0,0.0,40.59359646018228,-73.97846547554512
21,22,473.5,502.75,474.25,1450.5,391.00721153846155,614.5096153846154,370.3625,2006.0,580.25,495.27936876504987,15.777390780873752,30.077635878912968,22.509674922600617,33.46474028207774,0.0,20112012.0,0.0,44.225,2142.5,549.0,616.75,138.25,4.3999999999999995,166.25,6.65,507.75,17.975,622.25,35.1,271.0,12.35,732.0,33.974999999999994,1015.75,44.3,1126.75,55.7,90.25,87.5,48.75,1887.25,89.5,1106.25,8.3,7.324999999999999,7.525,7.775,8.175,7.3999999999999995,7.6,8.2,7.025,6.05,6.775,7.5,7.85,6.9,7.3,7.85,12.0,12.0,11223.0,2149.0,2.25,0.0,0.0,0.0,40.61828543450048,-73.95228777274964
22,23,380.6666666666667,398.6666666666667,378.0,1157.3333333333333,29.0,31.0,153.45,2006.0,87.0,120.11309523809524,4.9851190476190474,24.299702380952386,18.654761904761905,28.99404761904762,0.0,20112012.0,0.0,70.39999999999999,503.6666666666667,137.66666666666666,107.0,8.0,1.5999999999999999,68.66666666666667,14.466666666666667,6.0,1.1333333333333335,438.0,87.13333333333333,53.333333333333336,10.600000000000001,3.3333333333333335,0.5666666666666667,221.33333333333334,44.43333333333334,282.3333333333333,55.56666666666666,84.0,73.66666666666667,40.666666666666664,420.3333333333333,25.333333333333332,175.0,7.900000000000001,7.533333333333334,7.566666666666666,7.7,7.033333333333334,6.433333333333334,6.666666666666667,7.366666666666667,6.233333333333334,6.066666666666666,6.766666666666667,7.566666666666666,7.066666666666666,6.7,7.0,7.566666666666666,12.0,12.0,11219.0,391.0,1.3333333333333333,0.0,0.0,0.0,40.66858640233382,-73.91229792699966
23,24,405.84615384615387,434.0,402.15384615384613,1242.0,126.47485207100593,179.09467455621305,115.16538461538462,1851.6923076923076,234.68238213399505,213.4719034359306,8.613529425576937,23.865936020364757,18.565039516792908,28.251470864479913,0.0,20112012.0,0.0,62.58461538461539,991.0,265.9230769230769,260.6923076923077,179.76923076923077,21.069230769230764,97.07692307692308,9.607692307692307,182.69230769230768,17.176923076923075,74.76923076923077,7.799999999999999,616.6153846153846,63.41538461538461,113.46153846153847,11.284615384615384,572.7692307692307,51.64615384615384,418.2307692307692,48.35384615384616,83.84615384615384,83.23076923076923,35.69230769230769,765.4615384615385,47.76923076923077,247.69230769230768,8.461538461538463,7.684615384615384,7.56923076923077,7.86923076923077,7.66923076923077,6.569230769230767,7.23076923076923,7.723076923076923,7.107692307692307,6.169230769230769,6.7846153846153845,7.5,7.753846153846154,6.807692307692308,7.1923076923076925,7.707692307692309,12.0,12.0,11206.153846153846,962.4615384615385,2.230769230769231,0.0,0.0,0.0,40.7406212917697,-73.91151770399966
24,25,437.25,483.5,436.25,1357.0,205.26081730769232,279.8894230769231,174.79375,1755.25,268.73387096774195,280.5760065227171,9.990385318263607,27.106269821187585,21.213188821412505,31.37121991677913,0.0,20112012.0,0.0,52.949999999999996,1356.75,419.0,322.5,257.5,19.737499999999997,136.75,9.975000000000001,465.25,40.599999999999994,240.375,13.0625,494.0,29.237500000000004,148.875,16.5375,669.5,48.5,687.25,51.49999999999999,87.0,78.5,37.625,1028.25,56.0,370.875,8.174999999999999,7.5375,7.4125,7.6875,7.4875,6.825000000000001,7.2,7.7125,6.9125,6.15,6.712500000000001,7.3999999999999995,7.525,6.8374999999999995,7.112500000000001,7.6125,12.0,12.0,11361.0,1288.875,1.875,0.0,0.0,0.0,40.745414434625474,-73.81555759787466
25,26,445.2,487.6,444.8,1377.6,410.6057692307692,632.4076923076923,392.09000000000003,2006.0,825.6,595.953216374269,19.240116959064327,29.9711403508772,20.315789473684212,33.554327485380114,0.0,20112012.0,0.0,43.8,2991.6,750.6,778.0,248.6,7.4799999999999995,350.0,11.959999999999999,1259.2,38.14,676.4,28.419999999999998,604.8,19.380000000000003,432.4,13.419999999999998,1475.0,49.21999999999999,1516.6,50.78000000000001,67.0,83.4,23.8,1930.8,129.8,684.2,7.7200000000000015,6.9799999999999995,7.220000000000001,7.26,7.0,6.58,6.840000000000001,7.26,6.76,6.06,6.660000000000001,7.38,7.139999999999999,6.539999999999999,6.9,7.3,12.0,12.0,11388.6,2837.4,4.6,0.0,0.0,0.0,40.74850737000047,-73.75917570219966
26,27,407.8,422.2,394.3,1224.3,100.61153846153846,145.31538461538463,95.125,1404.2,288.9612903225806,249.32453592159476,9.019043409291088,26.649658873977764,20.757534708153905,30.9380814575861,0.0,20112012.0,0.0,61.34000000000001,1148.2,310.1,286.2,117.8,6.82,134.6,11.95,263.1,16.889999999999997,365.7,39.76,394.1,31.380000000000006,103.9,10.75,610.7,52.39999999999999,537.5,47.60000000000001,76.9,86.5,40.9,775.1,59.2,276.8,7.830000000000001,7.4,7.369999999999999,7.640000000000001,6.93,6.779999999999999,7.06,7.630000000000001,6.390000000000001,5.999999999999999,6.499999999999998,7.31,7.010000000000001,6.709999999999999,6.95,7.510000000000001,12.0,12.0,11556.3,1072.0,2.5,0.0,0.0,0.0,40.63882803050048,-73.80782323469965
27,28,445.9416553595658,465.9972862957938,435.9080054274084,1347.846947082768,182.01048951048952,273.5594405594406,175.33636363636364,1094.1818181818182,351.21407624633434,255.38116352601648,8.719057747065767,26.77080745383553,21.349816152356258,30.172038181663854,0.0,20112012.0,0.0,53.790909090909096,1210.6363636363637,319.72727272727275,308.1818181818182,87.36363636363636,4.963636363636365,123.45454545454545,9.82727272727273,403.72727272727275,31.34545454545454,343.72727272727275,37.50909090909091,283.45454545454544,19.954545454545453,165.63636363636363,9.4,590.3636363636364,45.86363636363637,620.2727272727273,54.13636363636363,85.0909090909091,85.54545454545455,40.54545454545455,872.5454545454545,54.72727272727273,362.6363636363636,8.172727272727272,7.59090909090909,7.472727272727272,7.781818181818182,7.6,7.145454545454545,7.363636363636363,7.972727272727273,6.627272727272728,6.081818181818182,6.618181818181818,7.454545454545453,7.463636363636363,6.9363636363636365,7.145454545454545,7.745454545454546,12.0,12.0,11422.0,1304.2727272727273,2.5454545454545454,0.0,0.0,0.0,40.70934436200047,-73.80636738127238
28,29,395.7649253731343,399.4570895522388,386.7078358208955,1181.9298507462686,63.38581730769231,96.51442307692308,135.26875,1755.25,98.10887096774194,88.37215544871795,3.4541933760683765,25.35563167735043,21.40920138888889,28.6727297008547,0.0,20112012.0,0.0,52.3625,428.25,127.25,98.25,12.625,2.9124999999999996,56.125,13.0375,20.75,4.824999999999999,359.875,83.98750000000001,39.0,9.15,4.125,1.05,219.875,51.862500000000004,208.375,48.1375,77.625,90.625,44.75,294.5,21.375,146.5,7.7625,7.3625,7.325,7.5625,7.050000000000001,6.9125000000000005,7.162500000000001,7.575,6.075,5.9625,6.4875,7.25,6.9625,6.7375,7.000000000000001,7.4750000000000005,12.0,12.0,11413.625,474.125,1.25,0.0,0.0,0.0,40.685275962750474,-73.75273976974967
29,30,430.6799336650083,465.9618573797678,429.7402985074627,1326.3820895522388,157.23183760683762,252.12393162393158,115.14999999999999,1560.2222222222222,310.52688172043014,251.80374444956482,9.260485999495286,25.715644139142594,19.31227310128239,29.76072617899243,0.0,20112012.0,0.0,54.2111111111111,1221.5555555555557,327.3333333333333,347.44444444444446,220.55555555555554,16.133333333333333,125.11111111111111,7.988888888888888,281.77777777777777,24.86666666666666,124.22222222222223,10.444444444444445,607.2222222222222,43.52222222222222,204.44444444444446,20.788888888888884,604.1111111111111,44.77777777777778,617.4444444444445,55.22222222222222,89.0,85.44444444444444,42.333333333333336,963.4444444444445,63.111111111111114,318.77777777777777,8.222222222222221,7.444444444444445,7.433333333333333,7.699999999999999,7.5,6.655555555555555,6.911111111111111,7.533333333333333,7.033333333333333,6.166666666666667,6.844444444444444,7.511111111111112,7.577777777777778,6.744444444444445,7.077777777777778,7.58888888888889,12.0,12.0,11103.0,1123.3333333333333,2.5555555555555554,0.0,0.0,0.0,40.75539829766714,-73.93230589744411
30,31,457.5,472.5,452.5,1382.5,228.90865384615387,355.11153846153843,194.435,1805.4,450.78709677419357,380.5283187134503,13.251283969728243,28.119728801169593,19.99549449604403,32.785641124871,0.0,20112012.0,0.0,38.309999999999995,1850.6,544.8,476.5,64.2,2.8600000000000003,301.5,16.71,177.7,10.299999999999999,307.3,18.270000000000003,418.7,22.170000000000005,938.7,48.809999999999995,948.5,52.089999999999996,902.1,47.91,88.9,91.3,43.5,1476.6,88.9,593.3,7.8,7.390000000000001,7.459999999999999,7.62,7.210000000000001,7.140000000000001,7.390000000000001,7.860000000000001,6.529999999999999,6.069999999999999,6.780000000000001,7.33,7.2,6.87,7.2,7.609999999999999,12.0,12.0,10307.1,1847.5,5.0,0.0,0.0,0.0,40.59568025910047,-74.12572598019965
31,32,371.5,385.8333333333333,362.1666666666667,1119.5,70.34294871794872,100.17948717948718,83.55833333333332,2006.0,105.33333333333333,100.52561274509804,4.4505718954248366,22.479803921568628,17.936519607843135,26.816013071895426,0.0,20112012.0,0.0,82.86666666666667,420.8333333333333,98.83333333333333,97.5,79.5,18.533333333333335,67.5,15.65,6.333333333333333,1.75,82.0,19.833333333333336,326.1666666666667,76.85,3.8333333333333335,0.9666666666666667,217.83333333333334,51.71666666666667,203.0,48.28333333333333,75.66666666666667,72.33333333333333,34.666666666666664,312.8333333333333,22.333333333333332,137.83333333333334,8.35,8.049999999999999,7.883333333333333,8.216666666666667,7.050000000000001,6.166666666666667,6.8999999999999995,7.483333333333334,6.766666666666667,6.033333333333332,6.783333333333334,7.483333333333333,7.383333333333334,6.75,7.199999999999999,7.733333333333334,12.0,12.0,11231.666666666666,381.5,1.0,0.0,0.0,0.0,40.69629515800046,-73.91712351233296
